,id,title,requirement_id,preconditions,steps,expected_result,priority,test_type
145,TC-030-001,Valid @mention triggers notification to mentioned user,REQ-028,Two registered users exist: User A (commenter) and User B (mentioned). User B has a valid email/notification preference enabled. User A is logged in and viewing a post/item with a comment section.,"Log in as User A,Navigate to a post or item that has a comment section,Create a new comment containing '@UserB followed by some text',Submit the comment,Log in as User B or check User B's notification inbox",User B receives a notification (in-app and/or email) indicating they were @mentioned by User A in the comment. The notification includes relevant context such as a link to the comment.,High,functional
146,TC-030-002,Multiple @mentions in a single comment notify all mentioned users,REQ-028,"Three registered users exist: User A (commenter), User B, and User C. All users have notifications enabled. User A is logged in.","Log in as User A,Navigate to a post or item with a comment section,Create a new comment containing '@UserB and @UserC please review this',Submit the comment,Check notification inboxes for both User B and User C",Both User B and User C each receive a separate notification informing them they were @mentioned in the comment by User A.,High,functional
147,TC-030-003,Non-existent username @mention does not trigger notification,REQ-028,User A is logged in. The username '@NonExistentUser999' does not exist in the system.,"Log in as User A,Navigate to a post or item with a comment section,Create a new comment containing '@NonExistentUser999 check this out',Submit the comment,Verify no notification is sent to any user for this mention","The comment is submitted successfully, but no notification is generated for the non-existent username. The system may optionally display a warning that the mentioned user was not found.",Medium,negative
148,TC-030-004,User @mentioning themselves does not trigger a self-notification,REQ-028,User A is logged in with notifications enabled.,"Log in as User A,Navigate to a post or item with a comment section,Create a new comment containing '@UserA this is a self-mention',Submit the comment,Check User A's notification inbox","The comment is submitted successfully. User A does not receive a notification for mentioning themselves, preventing unnecessary self-notification noise.",Medium,negative
149,TC-030-005,Boundary: @mention at the very beginning and very end of a comment,REQ-028,User A (commenter) and User B are registered and have notifications enabled. User A is logged in.,"Log in as User A,Navigate to a post or item with a comment section,Create a comment where '@UserB' appears at the very first character of the comment (e.g., '@UserB please see this'),Submit the comment and verify User B receives a notification,Create another comment where '@UserB' appears at the very last position (e.g., 'Please review this @UserB'),Submit the comment and verify User B receives a notification","In both boundary cases, User B receives a notification for being @mentioned, confirming the mention detection works regardless of the position of the @mention within the comment text.",Medium,boundary
150,TC-REQ29-001,Successfully attach a valid file under 25 MB to a task,REQ-029,"User is logged in, a task exists, and a valid file (e.g., PDF, 10 MB) is available on the local machine.","Navigate to the task detail page.,Click the 'Attach File' button.,Select a file that is 10 MB in size.,Click 'Upload' or 'Attach'.,Verify the attachment appears in the task's attachment list.",The file is successfully attached to the task and is visible in the attachment list with correct file name and size displayed.,High,functional
151,TC-REQ29-002,Reject file attachment exceeding 25 MB limit,REQ-029,"User is logged in, a task exists, and a file larger than 25 MB (e.g., 30 MB) is available on the local machine.","Navigate to the task detail page.,Click the 'Attach File' button.,Select a file that is 30 MB in size.,Attempt to upload/attach the file.,Observe the system response.",The system rejects the file upload and displays an appropriate error message such as 'File size exceeds the maximum limit of 25 MB.' The task remains unchanged with no file attached.,High,negative
152,TC-REQ29-003,Attach a file exactly at the 25 MB boundary,REQ-029,"User is logged in, a task exists, and a file of exactly 25 MB is available on the local machine.","Navigate to the task detail page.,Click the 'Attach File' button.,Select a file that is exactly 25 MB in size.,Click 'Upload' or 'Attach'.,Verify the system response.","The file of exactly 25 MB is successfully attached to the task and is visible in the attachment list, confirming the boundary value is accepted.",High,boundary
153,TC-REQ29-004,Attempt to attach a file just above the 25 MB boundary (25 MB + 1 byte),REQ-029,"User is logged in, a task exists, and a file of size 25 MB + 1 byte (26,214,401 bytes) is available on the local machine.","Navigate to the task detail page.,Click the 'Attach File' button.,Select a file that is 25 MB + 1 byte in size.,Attempt to upload/attach the file.,Observe the system response.",The system rejects the file and displays an error message indicating the file exceeds the 25 MB maximum size. No file is attached to the task.,High,boundary
154,TC-REQ29-005,Attempt to attach a file with no content (0 bytes / empty file),REQ-029,"User is logged in, a task exists, and an empty file (0 bytes) is available on the local machine.","Navigate to the task detail page.,Click the 'Attach File' button.,Select an empty file (0 bytes) from the local machine.,Attempt to upload/attach the file.,Observe the system response.","The system either rejects the empty file with an appropriate error message (e.g., 'Cannot attach an empty file.') or handles it gracefully, ensuring no corrupted or zero-byte attachment is stored on the task.",Medium,negative
155,TC-32-001,Upload valid PDF attachment,REQ-030,User is logged into the system and is on a page that supports file attachments.,"Navigate to the attachment upload section.,Click the 'Attach File' button.,Select a valid PDF file (e.g., document.pdf) from the local file system.,Click 'Upload' or 'Submit'.",The PDF file is successfully uploaded and appears in the attachments list without any error messages.,High,functional
156,TC-32-002,"Upload all supported file types (DOCX, XLSX, PNG, JPG, CSV)",REQ-030,User is logged into the system and is on a page that supports file attachments. Sample files of each type are available locally.,"Navigate to the attachment upload section.,Click the 'Attach File' button and select a valid DOCX file; verify upload success.,Click the 'Attach File' button and select a valid XLSX file; verify upload success.,Click the 'Attach File' button and select a valid PNG file; verify upload success.,Click the 'Attach File' button and select a valid JPG file; verify upload success.,Click the 'Attach File' button and select a valid CSV file; verify upload success.","Each of the supported file types (DOCX, XLSX, PNG, JPG, CSV) is successfully uploaded and listed in the attachments section without errors.",High,functional
157,TC-32-003,Upload unsupported file type is rejected,REQ-030,"User is logged into the system and is on a page that supports file attachments. An unsupported file (e.g., file.exe, file.txt, file.mp4) is available locally.","Navigate to the attachment upload section.,Click the 'Attach File' button.,Select a file with an unsupported extension (e.g., malware.exe or document.txt).,Attempt to upload the file by clicking 'Upload' or 'Submit'.",The system rejects the file and displays a clear error message indicating that the file type is not supported. The file does not appear in the attachments list.,High,negative
158,TC-32-004,Upload a file with a valid extension but mismatched MIME type (boundary/security),REQ-030,"User is logged into the system. A file is prepared that has a supported extension (e.g., .pdf) but contains content of a different type (e.g., an executable renamed to document.pdf).","Navigate to the attachment upload section.,Click the 'Attach File' button.,Select the disguised file (e.g., an executable renamed as document.pdf).,Attempt to upload the file.","The system detects the MIME type mismatch and rejects the file, displaying an appropriate error message. The malicious file is not stored on the server.",High,security
159,TC-32-005,Upload a file with zero bytes (empty file boundary case),REQ-030,"User is logged into the system and is on a page that supports file attachments. A zero-byte file with a supported extension (e.g., empty.csv) is available locally.","Navigate to the attachment upload section.,Click the 'Attach File' button.,Select the zero-byte file (e.g., empty.csv) from the local file system.,Attempt to upload the file by clicking 'Upload' or 'Submit'.","The system either rejects the empty file with a meaningful validation message (e.g., 'File cannot be empty') or handles it gracefully without crashing or corrupting the system state.",Medium,boundary
