,id,title,requirement_id,preconditions,steps,expected_result,priority,rationale
96,EC-REQ25-001,Verify task status field behavior when submitted as null or empty string,REQ-021,User is authenticated and has permission to create or update tasks. A task exists in the system.,"Navigate to task creation or task edit form.,Locate the status field.,Attempt to submit the task with a null value for the status field (e.g., via API call with status: null).,Observe the system response.,Repeat by submitting with an empty string value for status (status: '').,Observe the system response for both cases.","The system should reject both null and empty string values for the status field with a clear validation error, and the task should not be created or updated. The status field should be treated as required and must be one of the four defined values: To Do, In Progress, In Review, or Done.",High,"Null and empty inputs are a common edge case not covered by existing tests. If the system silently accepts a null or empty status, it could result in tasks in an undefined state, causing display and workflow issues."
97,EC-REQ25-002,"Verify that backward status transitions (e.g., Done → To Do) are handled correctly",REQ-021,User is authenticated and has permission to edit tasks. A task exists with a current status of 'Done'.,"Open a task that has status 'Done'.,Attempt to change the status backward to 'In Review'.,Save or submit the change and observe the system response.,Attempt to change the status from 'Done' directly back to 'To Do'.,Save or submit and observe the system response.,Attempt to change status from 'In Progress' back to 'To Do'.,Observe whether the system allows, blocks, or warns about backward transitions.","The system should have a defined and consistent behavior for backward transitions (either explicitly allowing or disallowing them). If allowed, the status should update correctly and persist. If disallowed, a meaningful error message should be shown. This behavior should be consistent across all backward transition combinations.",High,"The existing tests only verify forward progression through all statuses. Backward transitions represent a common real-world use case (e.g., reopening a Done task) and could expose missing validation or unintended state corruption if not properly handled."
98,EC-REQ25-003,Verify concurrent status updates to the same task by two different users,REQ-021,Two user accounts exist with permission to edit the same task. The task is currently in 'To Do' status.,"User A opens the task edit page for the target task.,User B simultaneously opens the same task edit page.,User A changes the status to 'In Progress' and submits.,Immediately after User A's submission (before User B refreshes), User B changes the status to 'In Review' and submits.,Observe the final persisted status of the task.,Check whether either user received a conflict warning or error message.",The system should handle the concurrent update gracefully — either by applying optimistic locking (rejecting the stale update with a conflict error) or by using last-write-wins with a clear notification. The final task status must be one of the four valid statuses and must not result in a corrupted or undefined state.,Medium,"Concurrent modifications to task status are not covered by existing tests. In collaborative environments, race conditions can lead to data loss or inconsistent status values, making this a critical concurrency edge case."
99,EC-REQ25-004,Verify task status behavior when a user without edit permissions attempts to change status,REQ-021,A user account exists with read-only or viewer-level permissions. A task exists with status 'To Do'.,"Log in as a user with read-only or viewer-level permissions.,Navigate to the task detail page.,Attempt to change the task status via the UI dropdown (if visible).,Attempt to change the task status directly via an API call (e.g., PATCH /tasks/{id} with a new status value).,Observe the system's response in both cases.","The system should deny the status change for unauthorized users. In the UI, the status dropdown should either be hidden or disabled. Via API, the system should return an appropriate authorization error (e.g., HTTP 403 Forbidden). The task status must remain unchanged at 'To Do'.",High,Authorization edge cases are not covered in the existing tests. A user with insufficient permissions being able to change task status would violate access control requirements and could disrupt workflow integrity.
100,EC-REQ26-001,Attempt to create a Level 3 subtask via API bypass (direct API call skipping UI validation),REQ-26,"A parent task exists with a Level 1 subtask, which itself has a Level 2 subtask. API access is available.","Authenticate and obtain a valid API token,Construct a direct API POST request to create a subtask under the existing Level 2 subtask, bypassing the UI,Submit the API request with valid payload referencing the Level 2 subtask as parent,Observe the API response and verify the database state","The API returns an error response (e.g., HTTP 400 or 422) indicating maximum nesting depth exceeded, and no Level 3 subtask is created in the database.",High,"UI validation alone is insufficient; the backend must enforce the two-level nesting constraint. A malicious or misconfigured client could bypass UI checks via direct API calls, potentially corrupting task hierarchy."
101,EC-REQ26-002,Move an existing top-level task as a subtask of a Level 2 subtask (re-parenting beyond max depth),REQ-26,"A standalone top-level task exists. A separate task hierarchy exists with a parent task containing a Level 1 subtask, which contains a Level 2 subtask.","Navigate to the task management interface,Attempt to move or re-parent the standalone top-level task to become a child of the existing Level 2 subtask,Confirm or submit the re-parenting action,Observe the system response and check the task hierarchy",The system rejects the re-parenting operation with a clear error message indicating the maximum nesting depth of two levels would be exceeded. The task hierarchy remains unchanged.,High,"Re-parenting or moving tasks is a common operation not covered by the existing 'create subtask' tests. The nesting depth constraint must be enforced during move/re-parent operations, not just during initial creation."
102,EC-REQ26-003,Delete a Level 1 subtask that has a Level 2 subtask child and verify orphan handling,REQ-26,A task hierarchy exists: Parent Task → Level 1 Subtask → Level 2 Subtask. All tasks are in a normal active state.,"Navigate to the task hierarchy view,Select the Level 1 subtask for deletion,Confirm the deletion action,Observe system behavior regarding the Level 2 subtask (previously a grandchild),Check whether the Level 2 subtask is deleted, promoted, or orphaned",The system either cascades the deletion to the Level 2 subtask or re-parents it appropriately without violating the two-level nesting constraint. No orphaned or inaccessible subtasks remain in an inconsistent hierarchy state.,Medium,"Deleting an intermediate node in a nested hierarchy is not covered by existing tests and could result in orphaned records or hierarchy corruption, potentially creating inconsistencies in nesting depth enforcement."
103,EC-REQ26-004,Concurrent creation of subtasks at the boundary level by multiple users simultaneously,REQ-26,A Level 1 subtask exists with no children. Two separate user sessions are authenticated and have edit access to the same Level 1 subtask.,"User A begins the process of creating a Level 2 subtask under the Level 1 subtask but does not yet submit,User B simultaneously submits a request to create a Level 2 subtask under the same Level 1 subtask,User A then submits their creation request concurrently,Observe whether both subtasks are created successfully as valid Level 2 subtasks,Verify that no race condition allows any subtask to be placed at Level 3","Both Level 2 subtasks are created successfully as siblings under the Level 1 subtask (both at valid Level 2 depth), with no data corruption, no Level 3 nesting violation, and no lost updates. The system handles concurrent writes atomically.",Medium,"Concurrent creation is not addressed by existing tests. A race condition could theoretically allow a subtask to be created in an invalid nesting position if depth validation is not performed atomically (e.g., check-then-act without locking)."
104,EC-REQ27-001,Notification behavior when task is assigned to the currently logged-in user (self-assignment),REQ-023,A task exists with no assignee. A user is logged in with sufficient permissions to assign tasks.,"Log in as User A who has task assignment privileges.,Navigate to an unassigned task.,Assign the task to User A (self-assignment).,Check User A's notification inbox and email.",The system should either send a notification to User A for self-assignment (consistent with the general rule) or suppress it with a documented policy. The behavior must be deterministic and not cause duplicate or missing notifications.,Medium,Self-assignment is a boundary case where the assigner and assignee are the same user. Existing tests only cover distinct assigner/assignee scenarios and do not address whether notification logic handles self-referential assignment correctly.
105,EC-REQ27-002,Notification behavior when the assignee's account is deactivated or suspended at the time of assignment,REQ-023,A task exists. A user account (User B) exists but is in a deactivated or suspended state. An admin or authorized user has permission to assign tasks.,"Deactivate or suspend User B's account in the system.,Assign the task to User B (deactivated account).,Observe whether a notification attempt is made.,Check system logs for notification dispatch status and any error handling.","The system should gracefully handle the notification attempt without crashing. It should either skip notification for deactivated accounts or log a meaningful error/warning, and should not leave the notification in an indefinite retry loop.",High,"Existing tests cover missing email addresses but not deactivated/suspended accounts, which may have a valid email on record but an invalid session/auth state. This could cause silent failures or infinite retry attempts in the notification subsystem."
106,EC-REQ27-003,Notification deduplication when rapid consecutive reassignments occur to the same user within a short time window,REQ-023,A task exists currently assigned to User A. A notification service is active. System is under normal operating conditions.,"Reassign the task from User A to User B.,Within less than 1 second (or within the notification batching window), reassign the task from User B back to User A.,Within the same window, reassign the task from User A to User B again.,Wait for notifications to be dispatched.,Check how many notifications User B and User A each received.","Each valid reassignment event should trigger exactly one notification to the respective new assignee. There must be no duplicate notifications sent, and no notifications should be silently dropped due to race conditions or batching logic errors.",High,"Rapid consecutive reassignments represent a concurrency/timing edge case not covered by existing tests. Notification queues or batching mechanisms might deduplicate incorrectly, send duplicates, or miss intermediate assignees."
107,EC-REQ27-004,Notification behavior when the notification delivery service is unavailable at the time of task assignment,REQ-023,"A task exists with no assignee. The external notification/email delivery service is intentionally taken offline or made unreachable (e.g., via network simulation or mock failure).","Simulate the notification service being unavailable (e.g., timeout or connection refused).,Assign a task to User A while the notification service is down.,Observe the system's response — check whether the assignment still succeeds.,Restore the notification service.,Check if the system retries delivery and whether User A eventually receives the notification.","The task assignment should succeed independently of the notification service availability. The system should queue the notification for retry and successfully deliver it once the service is restored, without data loss or duplicate delivery.",High,The existing tests assume the notification service is always available. A failure/timeout scenario where the delivery service is down is a critical operational edge case that could result in silent notification loss or failed task assignments if the notification call is synchronous and blocking.
108,EC-REQ28-001,Attach a file with zero bytes (empty file),REQ-28,User is authenticated and has access to a collaboration item. A zero-byte (empty) file is available on the local system.,"Navigate to the collaboration item,Click 'Attach File' or equivalent upload action,Select a zero-byte empty file (e.g., empty.txt with 0 bytes),Confirm or submit the upload","The system either rejects the zero-byte file with a clear validation error message indicating the file is empty, or handles it gracefully without corrupting the collaboration item's attachment list.",High,"A zero-byte file is a boundary value not covered by existing tests (which cover max-size and over-max-size). Empty files can cause unexpected behavior in storage, preview, or download functions and may expose edge cases in file validation logic."
109,EC-REQ28-002,Attach a file with a duplicate name to the same collaboration item,REQ-28,User is authenticated and a collaboration item already has an attachment named 'report.pdf'.,"Navigate to the collaboration item that already has 'report.pdf' attached,Click 'Attach File',Select a different file also named 'report.pdf',Confirm or submit the upload","The system either prompts the user to overwrite, rename, or cancel the upload, or automatically versions/renames the duplicate file. The original attachment must not be silently overwritten without user acknowledgment.",High,Duplicate file names are a common real-world scenario not covered by existing tests. Silent overwrites could lead to data loss for collaborators who rely on the original file.
110,EC-REQ28-003,Revoke collaborator access while they are actively viewing or downloading an attachment,REQ-28,Two concurrent sessions exist: User A (owner) and User B (collaborator). User B has opened or is mid-download of an attachment.,"User B begins downloading or previewing a large attachment in their session,Simultaneously, User A revokes User B's collaboration access,Allow User B's download/preview action to complete or observe the in-progress state,User B attempts to re-access or re-download the same attachment after revocation",The in-progress action for User B is either completed or safely interrupted with an access-denied error. Subsequent attempts by User B to access the attachment after revocation are denied with an appropriate error message. No partial or corrupted file data is delivered.,High,This is a concurrency and permission edge case not covered by existing tests. Revoking access mid-operation can expose race conditions in authorization checks that may allow unauthorized data exposure.
111,EC-REQ28-004,Attach a file with special characters or extremely long filename,REQ-28,"User is authenticated and has access to a collaboration item. Files with special character names (e.g., '../../etc/passwd.txt', 'file<>|?.pdf', or a filename of 500+ characters) are available.","Navigate to the collaboration item,Click 'Attach File',Select a file whose name contains special characters such as '<', '>', '|', '?', '*', path traversal sequences, or Unicode characters,Attempt the same test with a filename exceeding 255 characters,Confirm or submit each upload","The system sanitizes or rejects filenames with invalid/dangerous characters, prevents path traversal attacks, enforces a maximum filename length, and provides a clear error message. The collaboration item and server filesystem remain unaffected by malformed filenames.",Medium,"Malicious or malformed filenames are not covered by existing tests and represent a security and stability risk. Path traversal sequences in filenames could expose server files, and overly long names can crash storage or display components."
112,EC-REQ29-001,Add a comment exceeding maximum allowed character limit by one character,REQ-027,"User is authenticated, is a project member, and has a task open for commenting. Maximum character limit is known (e.g., 5000 characters).","Navigate to a task in the project,Click 'Add Comment',Paste or type a comment that is exactly one character beyond the maximum allowed limit (e.g., 5001 characters),Attempt to submit the comment","The system rejects the comment, displays a meaningful error message indicating the character limit has been exceeded, and does not truncate or silently discard input. The user's typed content remains in the input field.",High,"While the maximum boundary is tested, the just-over-boundary (max+1) case is not covered and often reveals off-by-one errors in validation logic."
113,EC-REQ29-002,Add a comment containing only whitespace or newline characters,REQ-027,User is authenticated and is a project member with access to a task.,"Navigate to a task in the project,Click 'Add Comment',Enter a comment consisting solely of spaces, tabs, and/or newline characters (e.g., '   \n\t  '),Attempt to submit the comment","The system treats the whitespace-only input as effectively empty and rejects the submission with the same error as an empty comment, preventing blank or invisible comments from being stored.",High,"An empty comment test exists, but whitespace-only input is a distinct case that may bypass empty-string validation and result in visually blank comments being persisted."
114,EC-REQ29-003,Add a comment containing multiple @mentions including a mix of valid and invalid project members,REQ-027,"User is authenticated and is a project member. Project has at least one valid member (e.g., @alice) and one non-member (e.g., @ghost).","Navigate to a task in the project,Click 'Add Comment',Type a comment with multiple @mentions: e.g., 'Hey @alice and @ghost, please review this.',Submit the comment","The system saves the comment, correctly renders @alice as a valid linked mention (triggering notification), and renders @ghost as plain text or an unresolved mention with an appropriate indicator — without discarding the entire comment or incorrectly processing the valid mention.",Medium,Existing tests cover single valid and single invalid @mentions in isolation. A mixed scenario may expose incorrect batch resolution logic where one bad mention causes all mentions or the whole comment to fail.
115,EC-REQ29-004,Add a comment with an @mention containing special characters or SQL/script injection payload,REQ-027,User is authenticated and is a project member with access to a task.,"Navigate to a task in the project,Click 'Add Comment',Enter a comment with a malformed or malicious @mention, e.g., '@<script>alert(1)</script>' or '@user\'--; DROP TABLE users;',Submit the comment","The system sanitizes the input, stores and renders the comment safely (escaping any HTML/script tags), does not execute injected code, and does not resolve the malformed string as a valid mention. No system error or data corruption occurs.",High,"The @mention feature introduces a parsing layer that processes user-supplied strings, making it a potential vector for XSS or injection attacks. This security edge case is not covered by existing tests."
116,EC-30-001,@mention of a deactivated or suspended user account,REQ-30,A user account exists but has been deactivated or suspended. An active user composes a comment.,"Log in as an active user,Navigate to a post or item that supports comments,Type a comment containing @mention of the deactivated/suspended user's username,Submit the comment","No notification is delivered to the deactivated/suspended user. The system gracefully handles the mention without errors, and optionally indicates the user is inactive.",High,"Sending notifications to deactivated or suspended accounts could expose system state, cause delivery errors, or violate account suspension policies. This boundary between active and inactive accounts is not covered by existing tests."
117,EC-30-002,@mention embedded within a URL or code block is not treated as a valid mention,REQ-30,"A valid user account exists with a username that could appear inside a URL string or code block (e.g., username 'john'). Another active user composes a comment.","Log in as an active user,Navigate to a commentable item,Submit a comment containing '@john' embedded inside a URL (e.g., 'https://example.com/@john/profile') and also inside a code block (e.g., '`@john`'),Observe whether a notification is sent to user 'john'","No notification is triggered for @mentions embedded in URLs or code blocks, as these are not true @mention references. The system correctly distinguishes contextual @mention syntax from incidental occurrences.",Medium,False-positive notifications caused by @-symbols appearing in URLs or formatted code blocks are a common edge case in mention-parsing logic and are not addressed by any existing test.
118,EC-30-003,User with notification preferences disabled for @mentions does not receive notification,REQ-30,A valid user exists and has explicitly disabled @mention notifications in their account notification settings. Another active user composes a comment.,"Log in as a target user and navigate to notification settings,Disable the @mention notification option and save,Log out and log in as a different active user,Submit a comment that @mentions the target user,Check the target user's notifications (in-app and email)",No notification (in-app or email) is delivered to the target user. The system respects the user's notification preferences without errors.,High,User consent and preference management is a critical aspect of notification systems. The existing tests assume notifications should always fire but do not cover the scenario where the recipient has opted out.
119,EC-30-004,Duplicate @mention of the same user in a single comment triggers only one notification,REQ-30,Two valid active user accounts exist. One user composes a comment.,"Log in as an active user,Navigate to a commentable item,Submit a comment that @mentions the same user multiple times (e.g., 'Hey @alice, thanks @alice for your help @alice!'),Check the mentioned user's notification inbox","The mentioned user receives exactly one notification for the comment, not one per occurrence of their @mention, preventing notification spam.",Medium,"Existing tests only verify that multiple distinct users are all notified. This edge case specifically covers deduplication logic for repeated mentions of the same user, which could result in notification flooding if unhandled."
120,EC-REQ31-001,Attempt to attach a file with a null or missing file reference,REQ-31,User is authenticated and has access to a task. The file attachment UI is available.,"Navigate to the task detail page,Initiate the file attachment process,Submit the attachment request with a null or no file selected (e.g., programmatically send a POST request with an empty or missing file field)","The system returns a meaningful error (e.g., HTTP 400 Bad Request) with a descriptive message indicating no file was provided, and no attachment record is created in the database.",High,A null or missing file reference differs from a 0-byte empty file and tests the system's input validation at the API/controller layer before any file-size checks are applied. It is a common source of unhandled exceptions.
121,EC-REQ31-002,"Attach a file with a disallowed or malicious file type (e.g., executable or double-extension spoofed file)",REQ-31,User is authenticated and has access to a task. The file attachment UI is available.,"Navigate to the task detail page,Prepare a file under 25 MB with a disallowed extension (e.g., .exe, .bat) or a spoofed double extension (e.g., 'invoice.pdf.exe'),Attempt to attach the file to the task,Observe the system response","The system rejects the file attachment, returns an appropriate error message indicating the file type is not permitted, and does not store the file. No security vulnerability is introduced.",High,File size validation alone is insufficient; malicious files under 25 MB could be uploaded if MIME type and extension validation are not enforced. This edge case covers a critical security gap not addressed by the existing tests.
122,EC-REQ31-003,Concurrent simultaneous file attachments to the same task by multiple users,REQ-31,At least two users are authenticated and both have write access to the same task. Each user has a valid file under 25 MB ready to attach.,"User A and User B simultaneously initiate a file attachment to the same task,Both upload requests are sent at nearly the same time (within milliseconds),Observe whether both attachments are saved correctly and the task attachment list reflects both files accurately","Both attachments are saved independently without data corruption, duplication, or race conditions. Each file appears correctly in the task's attachment list with the correct metadata (uploader, timestamp, file size).",Medium,"Concurrent writes to the same resource can cause race conditions, data corruption, or one upload silently overwriting the other. This concurrency scenario is not covered by any existing single-user tests."
123,EC-REQ31-004,Attach a file to a task when the user lacks write/attachment permissions,REQ-31,A task exists. A user is authenticated but has only read-only access (viewer role) to that specific task or project.,"Log in as a user with read-only or viewer-level permissions for the target task,Navigate to the task detail page,Attempt to attach a valid file under 25 MB to the task (via UI and/or direct API call),Observe the system response","The system rejects the attachment with an authorization error (e.g., HTTP 403 Forbidden), displays an appropriate message to the user, and does not store the file or modify the task.",High,Authorization boundary testing ensures that the file attachment feature enforces role-based access control. A read-only user bypassing restrictions—especially via direct API—is a critical security gap not covered by the existing positive and size-boundary tests.
124,EC-32-001,"Upload file with double extension to bypass validation (e.g., malicious.csv.exe)",REQ-030,User is authenticated and has access to the attachment upload feature,"Prepare a file named 'malicious.csv.exe' containing executable content,Attempt to upload the file through the attachment interface,Observe system behavior and validation response","The system rejects the file, identifying the true final extension '.exe' as unsupported, and does not process or store the file",High,Attackers commonly use double extensions to trick file type validators that only inspect the first or last extension segment. This is a critical security edge case not covered by existing tests.
125,EC-32-002,Upload file with a supported extension but exceeding maximum filename length,REQ-030,"User is authenticated and the system has a defined or implicit maximum filename length (e.g., 255 characters)","Create a valid PDF file whose filename is exactly at the boundary limit (e.g., 255 characters) plus the '.pdf' extension,Attempt to upload the file,Create a second valid PDF file whose filename exceeds the boundary limit (e.g., 256+ characters),Attempt to upload the second file,Observe system responses for both cases","The file at the boundary limit is accepted successfully. The file exceeding the limit is rejected with a clear error message indicating the filename is too long, without causing a system error or crash.",Medium,"Extremely long filenames can cause buffer overflows, filesystem errors, or database truncation issues. This boundary value case is not covered by existing tests."
126,EC-32-003,Upload a supported file type with null or missing filename in the request,REQ-030,"User is authenticated; ability to craft or intercept HTTP multipart upload requests (e.g., via API client or proxy)","Construct a multipart/form-data upload request where the filename field in the Content-Disposition header is set to null or is entirely omitted,Attach valid PDF binary content to the request body,Submit the request to the attachment upload endpoint,Observe the system response and check whether any file is stored","The system gracefully rejects the upload with a descriptive validation error indicating a filename is required, and does not store any file or throw an unhandled server exception.",High,"A null or missing filename is a common API-level edge case that can cause unhandled exceptions, unnamed file storage issues, or security vulnerabilities. Existing tests do not cover missing metadata scenarios."
127,EC-32-004,Concurrent simultaneous upload of multiple supported file types by the same user,REQ-030,User is authenticated; system supports multi-file or concurrent upload; test environment allows simulated concurrent requests,"Prepare one valid file of each supported type: PDF, DOCX, XLSX, PNG, JPG, CSV,Initiate all six uploads simultaneously using parallel HTTP requests under the same authenticated user session,Monitor server responses for each upload,Verify the stored attachments after all requests complete","All six files are uploaded successfully and independently without data corruption, race conditions, or partial failures. Each file is correctly stored with its proper type association and no files overwrite one another.",Medium,"Concurrent uploads can expose race conditions in file naming, storage, or database record creation. This concurrency edge case is entirely absent from the existing test suite."
